External ID;Creation Date;Display Name;Order Lines/Product/Internal Reference;Order Lines/Description;Order Lines/Quantity;Order Lines/Margin;Order Lines/Unit Price;Salesperson/Display Name;Payment Status;Delivery Status
__export__.sale_order_53597_6ce09866;44375,40411;SO-INS-145201;AMP-B131;[AMP-B131] AC/DC Shield;1;421,042;1490;InSales;Fully Paid;Fully Shipped
;;;ABX00023;[ABX00023] ARDUINO MKR WIFI 1010;1;660,791;3190;;;
;;;AMP-X145;[AMP-X145] Герметичный датчик температуры DS18B20;1;131,266;240;;;
;;;AMP-X241;[AMP-X241] Герметичный кабельный ввод;3;60,288;30;;;
;;;AMP-X225;[AMP-X225] Герметичный корпус 115×65×55;1;352,117;740;;;
;;;AMP-X236;[AMP-X236] Уплотнительное кольцо (3 мм);3;24,352;10;;;
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_53596_a992e7df;44375,39975;SO-INS-145200;AMP-B112;[AMP-B112] Сборка силовых ключей P-FET (Zelo-модуль);4;1870,999;1040;Наталья Гусева;Fully Paid;Fully Shipped
;;;DLV-AX;Доставка курьером по Москве;1;208,333;250;;;
;;;DLV-WAREHOUSE;Самовывоз со склада;1;0;0;;;
;;;DLV-WAREHOUSE;Самовывоз со склада;1;0;0;;;
__export__.sale_order_53595_77c47a7f;44375,3886;SO-INS-145199;AMP-B144;[AMP-B144] Iskra Nano Pro;4;611,819;530;InSales;Fully Paid;Fully Shipped
;;;AMP-X219;[AMP-X219] RFID-карта Mifare Ultralight 13,56 МГц;2;173,037;140;;;
;;;AMP-X553-EU;[AMP-X553-EU] Блок питания Amperka USB (EU) / 5 В / 3000 мА;1;384,521;690;;;
;;;AMP-W030;[AMP-W030] Кабель 1m orange (HDMI-microHDMI);1;294,904;440;;;
;;;AMP-W029;[AMP-W029] Кабель USB (A — Type C) - 80cm;2;461,077;340;;;
;;;DFR0205;[DFR0205] Понижающий DC-DC преобразователь;2;804,811;1040;;;
;;;AMP-B058;[AMP-B058] Сканер RFID/NFC 13,56 МГц (Troyka-модуль);2;1489,611;1490;;;
;;;DLV-OFFICE;Самовывоз из магазина;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_53593_6d4b8bab;44375,36054;SO-INS-145198;AMP-M030;[AMP-M030] Втулки на вал мотора (⌀ 5 мм, пара);1;306,762;540;InSales;Fully Paid;Fully Shipped
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_53589_b452a0d5;44375,31738;SO-INS-145197;A000107;[A000107] USB-Serial адаптер;1;387,423;1340;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_53588_e08a5ecc;44375,30583;SO-INS-145196;AMP-S042;[AMP-S042] Робожук;1;1420,639;2790;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из магазина;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_53587_5725e1cd;44375,29502;SO-INS-145195;AMP-X003;[AMP-X003] Breadboard Half;1;200,556;290;InSales;Fully Paid;Fully Shipped
;;;AMP-B030;[AMP-B030] Iskra Neo;1;407,243;1060;;;
;;;DFR0299;[DFR0299] MP3-плеер;1;505,11;1040;;;
;;;AMP-B075;[AMP-B075] Аудиовыход mini-jack (Troyka-модуль);1;162,46;360;;;
;;;AMP-B113;[AMP-B113] Сборка силовых ключей N-FET (Zelo-модуль);2;901,511;1010;;;
;;;AMP-W007;[AMP-W007] Соединительные провода «мама-папа»;1;206,717;390;;;
;;;AMP-W005;[AMP-W005] Соединительные провода «папа-папа»;1;191,541;290;;;
;;;AMP-W021;[AMP-W021] Соединительные провода «папа-папа» (20 шт.);1;245,664;390;;;
;;;DLV-OFFICE;Самовывоз из магазина;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_53586_e8b506ad;44375,19753;SO-INS-145194;AMP-S050;[AMP-S050] CyberBug;1;319,177;690;InSales;Fully Paid;Fully Shipped
;;;AMP-S052;[AMP-S052] CyberMetal;1;355,701;790;;;
;;;AMP-S016;[AMP-S016] Микроник;1;525,686;990;;;
;;;AMP-S060;[AMP-S060] Паяльник в лапах: зверская пайка;1;941,227;3490;;;
;;;AMP-S042;[AMP-S042] Робожук;1;1420,639;2790;;;
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_53585_e8096f15;44374,93969;SO-INS-145193;AMP-X295;[AMP-X295] Алюминиевые радиаторы охлаждения для Raspberry Pi (2 шт.);1;83,804;130;InSales;Fully Paid;Fully Shipped
;;;AMP-X500;[AMP-X500] Вентилятор охлаждения (30×30×8 мм);1;136,543;290;;;
;;;AMP-X221;[AMP-X221] Датчик уровня воды (угловой);2;144,588;240;;;
;;;AMP-X486;[AMP-X486] Корпус для Raspberry Pi 4 (LT-4A01 / пластик / прозрачный);1;208,485;440;;;
;;;AMP-B025;[AMP-B025] Резистивный датчик влажности почвы;1;71,581;150;;;
;;;AMP-W014;[AMP-W014] Шлейф из 40 проводов «мама-мама»;1;156,208;390;;;
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_53584_1e33b68d;44374,82707;SO-INS-145192;AMP-S056;[AMP-S056] Малина v4 (4 ГБ);1;2361,159;10490;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из магазина;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_53583_c420f976;44374,76601;SO-INS-145191;ISBN-3566-3;[ISBN-3566-3] Arduino, датчики и сети для связи устройств;1;501,327;1290;InSales;Fully Paid;Fully Shipped
;;;WRL-10534;[WRL-10534] Беспроводной передатчик на 433 МГц;1;213,25;290;;;
;;;WRL-10532;[WRL-10532] Беспроводной приёмник на 433 МГц;1;254,916;340;;;
;;;AMP-X233;[AMP-X233] Крышка для тумблера;1;87,601;140;;;
;;;ISBN-6735-0;[ISBN-6735-0] Изучаем Arduino (Второе издание);1;122,092;790;;;
;;;ISBN-3585-4;[ISBN-3585-4] Изучаем Arduino (Первое издание);1;112,945;590;;;
;;;AMP-X146;[AMP-X146] Конспект хакера;1;138,106;200;;;
;;;AMP-X290;[AMP-X290] Конструируем роботов на Arduino. Умный свет;1;112,087;260;;;
;;;DLV-EMS;Доставка службой EMS;1;1356;1356;;;
;;;DLV-EMS;EMS;1;0;0;;;
;;;DLV-EMS;EMS;1;0;0;;;
__export__.sale_order_53582_0ea81941;44374,65554;SO-INS-145190;A000066;[A000066] Arduino Uno;1;-565,29;650;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из магазина;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_53581_89aec994;44374,61826;SO-INS-145189;AMP-X564;[AMP-X564] Хотенд в сборе для Flying Bear Ghost 5;1;804,133;1390;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из магазина;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_53580_587243df;44374,58164;SO-INS-145188;OMV-011;[OMV-011] Камера машинного зрения OpenMV H7 Plus;1;1577,731;6740;InSales;Not Invoiced;Fully Shipped
;;;OMV-002;[OMV-002] Корпус для OpenMV H7;1;422,395;840;;;
;;;OMV-003;[OMV-003] Плата расширения OpenMV LCD Shield;1;787,303;2140;;;
;;;OMV-010;[OMV-010] Удлинительный шлейф OpenMV;1;687,93;1590;;;
;;;DLV-PP;[DLV-PP] Доставка PickPoint;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_53579_babf6de7;44374,49262;SO-INS-145187;AMP-S016;[AMP-S016] Микроник;1;525,686;990;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из магазина;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_53578_58b4e125;44374,48395;SO-INS-145186;DFR0066;[DFR0066] Датчик температуры и влажности SHT1x;1;1365,808;2140;InSales;Fully Paid;Fully Shipped
;;;AMP-B182;[AMP-B182] Ёмкостный датчик влажности почвы;2;545,566;630;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_53577_58cde55b;44374,47603;SO-INS-145185;AMP-B144;[AMP-B144] Iskra Nano Pro;1;152,955;530;InSales;Fully Paid;Fully Shipped
;;;AMP-W009;[AMP-W009] Кабель USB (A — Micro USB);1;159,971;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_53576_2c5d21c0;44374,43007;SO-INS-145184;AMP-W023-2;[AMP-W023-2] Разъём JST PH-2 с проводами;1;26,048;40;InSales;Fully Paid;Fully Shipped
;;;AMP-W006;[AMP-W006] Соединительные провода «мама-мама»;1;208,231;390;;;
;;;DLV-OFFICE;Самовывоз из магазина;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_53575_48a9edc1;44374,37264;SO-INS-145183;AMP-X358;[AMP-X358] Мультиметр DT832;1;395,009;790;InSales;Fully Paid;Fully Shipped
;;;AMP-W014;[AMP-W014] Шлейф из 40 проводов «мама-мама»;1;172,458;390;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_53574_69e24ac9;44374,3135;SO-INS-145182;AMP-S016;[AMP-S016] Микроник;1;525,686;990;InSales;Fully Paid;Fully Shipped
;;;DLV-RUPOST;Посылка Почтой России;1;389;389;;;
;;;DLV-RUPOST;Почта России (Axilog);1;0;0;;;
;;;DLV-RUPOST;Почта России (Axilog);1;0;0;;;
__export__.sale_order_53573_4d27ea35;44374,26815;SO-INS-145181;AMP-X011;[AMP-X011] Двухцветный светодиод (красно-зелёный);1;13,277;20;InSales;Fully Paid;Fully Shipped
;;;AMP-W023-3;[AMP-W023-3] Разъём JST PH-3 с проводами;2;52,819;40;;;
;;;AMP-X552;[AMP-X552] Разъём JST SM-3 Male с проводами;2;33,345;40;;;
;;;AMP-R220R-10;[AMP-R220R-10] Резисторы 220 Ом (10 шт.);1;29,078;40;;;
;;;AMP-R330R-10;[AMP-R330R-10] Резисторы 330 Ом (10 шт.);1;29,871;40;;;
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_53572_16f8b187;44374,00389;SO-INS-145180;AMP-S050;[AMP-S050] CyberBug;1;319,177;690;InSales;Fully Paid;Fully Shipped
;;;AMP-S059;[AMP-S059] CyberID;1;136,294;290;;;
;;;AMP-R220R-10;[AMP-R220R-10] Резисторы 220 Ом (10 шт.);1;29,078;40;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_53571_e7126fe0;44373,8938;SO-INS-145179;AMP-S035;[AMP-S035] «Интернет вещей» — продолжение набора «Матрёшка»;1;1470,36;3240;InSales;Fully Paid;Fully Shipped
;;;AMP-S010;[AMP-S010] Матрёшка Z;1;1984,128;5240;;;
;;;DLV-AX;Доставка курьером по Питеру;1;350;350;;;
;;;DLV-AX;Доставка курьером по СПб (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по СПб (Axilog);1;0;0;;;
__export__.sale_order_53570_1bbaf1de;44373,86725;SO-INS-145178;AMP-X002;[AMP-X002] Breadboard;1;273,359;390;InSales;Fully Paid;Fully Shipped
;;;AMP-B191;[AMP-B191] Breadboard Power Supply;1;377,669;690;;;
;;;AMP-B192;[AMP-B192] Troyka HAT;1;743,898;1590;;;
;;;AMP-B017;[AMP-B017] Troyka Shield;1;413,278;740;;;
;;;TN2000S;[TN2000S] Импульсный блок питания (2000 мА);2;1379,345;1390;;;
;;;AMP-X041;[AMP-X041] Гнездо питания 2,1 мм с клеммником;1;70,279;100;;;
;;;AMP-X036-R;[AMP-X036-R] Зажим «Крокодил» (красный);1;14,648;20;;;
;;;AMP-X036-B;[AMP-X036-B] Зажим «Крокодил» (чёрный);1;14,071;20;;;
;;;AMP-B140;[AMP-B140] AC/DC преобразователь «5 В 3000 мА» (Troyka-модуль);1;219,881;990;;;
;;;AMP-B009;[AMP-B009] Кнопка (Troyka-модуль);6;427,568;130;;;
;;;AMP-X282;[AMP-X282] Контактные колодки Arduino с ICSP;2;170,729;140;;;
;;;AMP-B010;[AMP-B010] Реле (Troyka-модуль);1;268,281;530;;;
;;;AMP-B062-G;[AMP-B062-G] Светодиод 5 мм (Troyka-модуль);2;187,409;170;;;
;;;AMP-B062-R;[AMP-B062-R] Светодиод 5 мм (Troyka-модуль);2;202,555;170;;;
;;;AMP-B005-G;[AMP-B005-G] Светодиод «Пиранья» (Troyka-модуль);1;91,397;170;;;
;;;AMP-B005-R;[AMP-B005-R] Светодиод «Пиранья» (Troyka-модуль);1;98,825;170;;;
;;;AMP-B146;[AMP-B146] Текстовый дисплей 16×2 (Troyka-модуль);1;408,938;940;;;
;;;AMP-B086-R;[AMP-B086-R] Четырёхразрядный индикатор (Troyka-модуль);1;424,012;940;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_53567_328f2ae3;44373,73774;SO-INS-145175;AMP-B098;[AMP-B098] Силовой ключ v3 (Troyka-модуль);1;179,213;310;InSales;Fully Paid;Fully Shipped
;;;AMP-B143;[AMP-B143] Энкодер Troyka-модуль;1;76,801;200;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_53566_a21434c7;44373,72478;SO-INS-145174;AMP-X145;[AMP-X145] Герметичный датчик температуры DS18B20;5;656,33;240;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_53565_b127a6a9;44373,71965;SO-INS-145173;AMP-X287;[AMP-X287] Встраиваемый блок питания (12 В, 6000 мА);1;691,206;1690;InSales;Fully Paid;Fully Shipped
;;;AMP-X286;[AMP-X286] Встраиваемый блок питания (5 В, 5000 мА);1;753,502;1390;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_53564_9824ad4d;44373,64852;SO-INS-145172;AMP-E040;[AMP-E040] Raspberry Pi Pico (c ногами);1;265,547;790;InSales;Fully Paid;Fully Shipped
;;;AMP-X373;[AMP-X373] Губка для очистки жала;1;117,078;190;;;
;;;AMP-B063;[AMP-B063] Датчик тока (Troyka-модуль);1;264,152;470;;;
;;;8PK-2061;[8PK-2061] Набор отвёрток;1;283,899;540;;;
;;;AMP-X258;[AMP-X258] Паяльник CXG ROHS 936d (60 ватт);1;475,295;2140;;;
;;;AMP-B096;[AMP-B096] Расширитель GPIO-портов (Troyka-модуль);1;248,57;580;;;
;;;AMP-B122;[AMP-B122] Расширитель портов I²C (Troyka-модуль);1;36,718;260;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;790;790;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_53563_62c28b26;44373,64774;SO-INS-145171;AMP-B192;[AMP-B192] Troyka HAT;1;743,898;1590;InSales;Fully Paid;Fully Shipped
;;;AMP-X418;[AMP-X418] Бесконтактный датчик уровня жидкости «XKC-Y25-V»;1;429,638;940;;;
;;;AMP-X202;[AMP-X202] Датчик потока воды;1;210,549;540;;;
;;;AMP-X157;[AMP-X157] Погружная помпа с трубкой;1;429,813;1040;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;AMP-X275;[AMP-X275] Моторизованный шаровой кран CWX-15Q (1/2 дюйма);1;558,068;2890;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_53562_8a7c96a1;44373,63753;SO-INS-145170;AMP-X003;[AMP-X003] Breadboard Half;1;200,556;290;InSales;Fully Paid;Fully Shipped
;;;DLV-PP;Доставка в пункт самовывоза;1;240;240;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
;;;DLV-PP;Доставка в пункт самовывоза;1;0;0;;;
__export__.sale_order_53561_6b790ed2;44373,63389;SO-INS-145169;AMP-X102-FLA;[AMP-X102-FLA] Графический экран 128×64;1;554,122;1290;InSales;Fully Paid;Fully Shipped
;;;DLV-OFFICE;Самовывоз из магазина;1;0;0;;;
;;;DLV-OFFICE;Самовывоз из офиса;1;0;0;;;
__export__.sale_order_53560_9a5ff1ad;44373,61944;SO-INS-145168;AMP-W023-4;[AMP-W023-4] Разъём JST PH-4 с проводами;30;394,15;40;InSales;Fully Paid;Fully Shipped
;;;DLV-AX;Доставка курьером по Москве;1;250;250;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
;;;DLV-AX;Доставка курьером по Москве (Axilog);1;0;0;;;
__export__.sale_order_53559_f6086e56;44373,60432;SO-INS-145167;AMP-B030;[AMP-B030] Iskra Neo;1;363,077;1060;InSales;Fully Paid;Fully Shipped
;;;AMP-M034;[AMP-M034] Slot Box (#Структор);1;288,759;440;;;
;;;AMP-B125;[AMP-B125] Troyka Slot Shield V2;1;313,837;580;;;
;;;AMP-X028;[AMP-X028] Штырьковые соединители длинные (1×40);1;30,046;60;;;
;;;AMP-B182;[AMP-B182] Ёмкостный датчик влажности почвы;1;246,533;630;;;
;;;AMP-B062-G;[AMP-B062-G] Светодиод 5 мм (Troyka-модуль);1;86,621;170;;;
